Date,Open,High,Low,Close,Volume
2025-05-01 01:12:00,2.2008,2.2012,2.2005,2.2009,26452.2
2025-05-01 01:13:00,2.2009,2.2009,2.1991,2.1991,187275.9
2025-05-01 01:14:00,2.199,2.1994,2.1981,2.1991,55306.5
2025-05-01 01:15:00,2.1992,2.2011,2.1991,2.2011,16266.8
2025-05-01 01:16:00,2.201,2.203,2.2008,2.2026,91844.7
2025-05-01 01:17:00,2.2026,2.2026,2.2021,2.2022,34374.7
2025-05-01 01:18:00,2.2023,2.2036,2.2008,2.2008,51773
2025-05-01 01:19:00,2.2008,2.2015,2.1995,2.2008,50299.4
2025-05-01 01:20:00,2.2008,2.2024,2.2006,2.2023,63985.6
2025-05-01 01:21:00,2.2024,2.203,2.2024,2.2025,18209.5
2025-05-01 01:22:00,2.2026,2.2035,2.2019,2.2024,26114.5
2025-05-01 01:23:00,2.2024,2.2025,2.2002,2.2002,10690.4
2025-05-01 01:24:00,2.2003,2.2015,2.2,2.2002,18216.6
2025-05-01 01:25:00,2.2002,2.2005,2.1996,2.1997,17810.5
2025-05-01 01:26:00,2.1996,2.2009,2.1992,2.2009,45664.2
2025-05-01 01:27:00,2.201,2.2017,2.201,2.2016,17369.8
2025-05-01 01:28:00,2.2017,2.2017,2.2001,2.2008,35278.9
2025-05-01 01:29:00,2.2009,2.2009,2.2003,2.2004,8106.4
2025-05-01 01:30:00,2.2003,2.2016,2.2002,2.2011,51203.5
2025-05-01 01:31:00,2.2012,2.2016,2.2003,2.2003,22427.8
2025-05-01 01:32:00,2.2002,2.2032,2.2002,2.2027,46086.8
2025-05-01 01:33:00,2.2027,2.2038,2.2026,2.2038,103032.6
2025-05-01 01:34:00,2.2038,2.2047,2.2034,2.2036,25717.4
2025-05-01 01:35:00,2.2036,2.2044,2.2036,2.2039,32681.6
2025-05-01 01:36:00,2.204,2.2046,2.2028,2.2033,61269.9
2025-05-01 01:37:00,2.2032,2.2038,2.2027,2.2027,15189.2
2025-05-01 01:38:00,2.2027,2.2045,2.2027,2.204,20372.6
2025-05-01 01:39:00,2.2039,2.2039,2.2002,2.2002,9598.9
2025-05-01 01:40:00,2.2003,2.2011,2.1981,2.1985,75980.6
2025-05-01 01:41:00,2.1986,2.1995,2.1978,2.1995,41225.2
2025-05-01 01:42:00,2.1995,2.1997,2.1983,2.1989,94714.6
2025-05-01 01:43:00,2.1988,2.1988,2.1973,2.1975,60088.3
2025-05-01 01:44:00,2.1976,2.2006,2.1975,2.2002,52793.4
2025-05-01 01:45:00,2.2001,2.2001,2.1983,2.1983,10618.4
2025-05-01 01:46:00,2.1982,2.1982,2.1968,2.1974,62558.3
2025-05-01 01:47:00,2.1973,2.1973,2.1969,2.1969,29128.8
2025-05-01 01:48:00,2.1969,2.1978,2.1959,2.1974,47592.5
2025-05-01 01:49:00,2.1975,2.1981,2.1973,2.1981,9434.7
2025-05-01 01:50:00,2.1982,2.1998,2.1981,2.1996,34697.8
2025-05-01 01:51:00,2.1995,2.1995,2.198,2.1981,16181.9
2025-05-01 01:52:00,2.198,2.1989,2.198,2.1987,13025.1
2025-05-01 01:53:00,2.1987,2.1997,2.1983,2.1989,25501
2025-05-01 01:54:00,2.1988,2.2008,2.1986,2.2007,20426.1
2025-05-01 01:55:00,2.2007,2.2023,2.2007,2.2007,71617.4
2025-05-01 01:56:00,2.2006,2.2017,2.2006,2.2008,20753.5
2025-05-01 01:57:00,2.2008,2.2008,2.1993,2.1993,21665.1
2025-05-01 01:58:00,2.1993,2.2006,2.1993,2.2,14463.1
2025-05-01 01:59:00,2.1999,2.2019,2.1999,2.2017,14425.8
2025-05-01 02:00:00,2.2017,2.2026,2.2011,2.2022,27503
2025-05-01 02:01:00,2.2023,2.2026,2.2016,2.2021,20137.9
2025-05-01 02:02:00,2.2021,2.2031,2.202,2.2027,19860.4
2025-05-01 02:03:00,2.2027,2.2031,2.2026,2.2031,8348.7
2025-05-01 02:04:00,2.2032,2.2043,2.2032,2.2042,56821.3
2025-05-01 02:05:00,2.2041,2.205,2.2032,2.2049,52074.8
2025-05-01 02:06:00,2.205,2.2077,2.205,2.2069,55952.9
2025-05-01 02:07:00,2.2068,2.2108,2.2068,2.2093,344550
2025-05-01 02:08:00,2.2093,2.2103,2.2092,2.2097,61246.9
2025-05-01 02:09:00,2.2096,2.2097,2.2077,2.2077,36018.5
2025-05-01 02:10:00,2.2076,2.2102,2.2076,2.2102,53390.7
2025-05-01 02:11:00,2.2103,2.2105,2.2084,2.209,55706.3
2025-05-01 02:12:00,2.2089,2.209,2.2082,2.2082,19171.3
2025-05-01 02:13:00,2.2083,2.21,2.2083,2.2091,103358.2
2025-05-01 02:14:00,2.2091,2.2091,2.2063,2.2073,93308.1
2025-05-01 02:15:00,2.2073,2.2092,2.2073,2.2087,41001.2
2025-05-01 02:16:00,2.2087,2.2097,2.2086,2.2094,7845.5
2025-05-01 02:17:00,2.2094,2.2108,2.209,2.2108,35029.5
2025-05-01 02:18:00,2.2107,2.2117,2.2089,2.209,81491.4
2025-05-01 02:19:00,2.209,2.211,2.2089,2.211,19699.8
2025-05-01 02:20:00,2.2109,2.2119,2.2106,2.2113,35920
2025-05-01 02:21:00,2.2113,2.2117,2.2111,2.2117,37099
2025-05-01 02:22:00,2.2117,2.215,2.2113,2.2117,121827.7
2025-05-01 02:23:00,2.2118,2.2128,2.2115,2.2116,33831.3
2025-05-01 02:24:00,2.2117,2.215,2.2116,2.2145,145339.8
2025-05-01 02:25:00,2.2144,2.215,2.2141,2.215,50018.5
2025-05-01 02:26:00,2.215,2.2172,2.2149,2.217,78984.1
2025-05-01 02:27:00,2.217,2.2185,2.2165,2.2169,218718.2
2025-05-01 02:28:00,2.2169,2.2191,2.2168,2.2191,83281.1
2025-05-01 02:29:00,2.2191,2.2199,2.2191,2.2198,99125.3
2025-05-01 02:30:00,2.2198,2.2204,2.2188,2.2188,63172.1
2025-05-01 02:31:00,2.2188,2.2188,2.2143,2.2146,55785.2
2025-05-01 02:32:00,2.2146,2.2147,2.2131,2.2141,85465.8
2025-05-01 02:33:00,2.2142,2.2149,2.2134,2.2142,28689.3
2025-05-01 02:34:00,2.2142,2.2142,2.213,2.2137,65828.1
2025-05-01 02:35:00,2.2137,2.216,2.2137,2.216,17092.6
2025-05-01 02:36:00,2.216,2.2168,2.2159,2.2163,62182.2
2025-05-01 02:37:00,2.2163,2.2196,2.2162,2.2193,70563.1
2025-05-01 02:38:00,2.2193,2.2193,2.217,2.2171,49129.4
2025-05-01 02:39:00,2.2172,2.2185,2.217,2.2171,24075.7
2025-05-01 02:40:00,2.2171,2.2181,2.2154,2.2155,87308.2
2025-05-01 02:41:00,2.2155,2.216,2.2142,2.2148,110558.1
2025-05-01 02:42:00,2.2147,2.2147,2.212,2.212,52980.8
2025-05-01 02:43:00,2.2119,2.2136,2.2114,2.212,94117.4
2025-05-01 02:44:00,2.212,2.214,2.212,2.2127,23703.1
2025-05-01 02:45:00,2.2128,2.214,2.2127,2.2137,62263.9
2025-05-01 02:46:00,2.2138,2.2153,2.2138,2.2142,50481.3
2025-05-01 02:47:00,2.2143,2.2145,2.2131,2.2133,21588.7
2025-05-01 02:48:00,2.2133,2.2133,2.2102,2.2109,91007.8
2025-05-01 02:49:00,2.2108,2.2108,2.21,2.21,26651.6
2025-05-01 02:50:00,2.2101,2.2106,2.2096,2.2096,65946.3
2025-05-01 02:51:00,2.2096,2.2099,2.2086,2.2087,12808.2
2025-05-01 02:52:00,2.2087,2.209,2.2086,2.2087,8926.2
2025-05-01 02:53:00,2.2087,2.2087,2.2071,2.2071,30268.9
2025-05-01 02:54:00,2.207,2.2073,2.2067,2.2068,34961.2
2025-05-01 02:55:00,2.2069,2.2077,2.2051,2.206,194853.5
2025-05-01 02:56:00,2.2059,2.2059,2.2048,2.2056,40784.3
2025-05-01 02:57:00,2.2056,2.2061,2.2026,2.2038,117232.9
2025-05-01 02:58:00,2.2039,2.2039,2.2031,2.2037,30149.1
2025-05-01 02:59:00,2.2037,2.2038,2.203,2.2035,27357.6
2025-05-01 03:00:00,2.2036,2.2049,2.203,2.2046,23241.2
2025-05-01 03:01:00,2.2046,2.2056,2.2041,2.2041,51549.3
2025-05-01 03:02:00,2.2041,2.2058,2.2041,2.2057,29173.9
2025-05-01 03:03:00,2.2058,2.2076,2.2055,2.2075,44119.6
2025-05-01 03:04:00,2.2076,2.2085,2.2071,2.2071,61754.8
2025-05-01 03:05:00,2.2072,2.209,2.2069,2.2086,11059.3
2025-05-01 03:06:00,2.2085,2.2107,2.2084,2.2097,87351.7
2025-05-01 03:07:00,2.2096,2.2105,2.2095,2.2105,52242.4
2025-05-01 03:08:00,2.2104,2.2116,2.2103,2.2106,43883.1
2025-05-01 03:09:00,2.2106,2.2111,2.2103,2.2108,10222.7
2025-05-01 03:10:00,2.2107,2.2116,2.2107,2.2116,28404.1
2025-05-01 03:11:00,2.2115,2.2136,2.2115,2.2131,21160.5
2025-05-01 03:12:00,2.2132,2.215,2.2132,2.2143,37147
2025-05-01 03:13:00,2.2142,2.2142,2.2085,2.2086,65507.2
2025-05-01 03:14:00,2.2087,2.2102,2.2086,2.209,25278.1
2025-05-01 03:15:00,2.209,2.2102,2.209,2.2096,9957.3
2025-05-01 03:16:00,2.2097,2.2104,2.2096,2.2102,13261.4
2025-05-01 03:17:00,2.2103,2.2103,2.2075,2.2075,31743.4
2025-05-01 03:18:00,2.2075,2.2082,2.2068,2.2071,31720.5
2025-05-01 03:19:00,2.2071,2.2072,2.2056,2.2056,47773.2
2025-05-01 03:20:00,2.2055,2.2063,2.2047,2.206,22940.7
2025-05-01 03:21:00,2.206,2.2081,2.2059,2.2079,32520.9
2025-05-01 03:22:00,2.2078,2.21,2.2077,2.2094,71854.5
2025-05-01 03:23:00,2.2095,2.2099,2.2088,2.2089,16166.2
2025-05-01 03:24:00,2.2089,2.2095,2.2084,2.2084,29887.7
2025-05-01 03:25:00,2.2084,2.2098,2.2084,2.2096,12053
2025-05-01 03:26:00,2.2095,2.2102,2.2087,2.2095,43277.9
2025-05-01 03:27:00,2.2094,2.2101,2.2094,2.2096,28575.5
2025-05-01 03:28:00,2.2096,2.2102,2.2096,2.2101,8380.1
2025-05-01 03:29:00,2.2101,2.2101,2.2092,2.2093,31109.4
2025-05-01 03:30:00,2.2093,2.2093,2.2074,2.2088,52081
2025-05-01 03:31:00,2.2088,2.2115,2.2088,2.2112,91213.1
2025-05-01 03:32:00,2.2113,2.2118,2.2096,2.21,50068.4
2025-05-01 03:33:00,2.2101,2.2107,2.2075,2.2081,115491.6
2025-05-01 03:34:00,2.2081,2.2106,2.2081,2.2103,17784.4
2025-05-01 03:35:00,2.2103,2.212,2.2103,2.2119,27585.4
2025-05-01 03:36:00,2.2119,2.214,2.2119,2.214,28933.4
2025-05-01 03:37:00,2.2139,2.2143,2.2131,2.2132,26373
2025-05-01 03:38:00,2.2132,2.2136,2.2111,2.2112,22453.5
2025-05-01 03:39:00,2.2112,2.2121,2.2111,2.2115,15780.4
2025-05-01 03:40:00,2.2116,2.212,2.208,2.2092,107835
2025-05-01 03:41:00,2.2092,2.2105,2.2086,2.2104,68957.2
2025-05-01 03:42:00,2.2104,2.211,2.2096,2.2104,67974.5
2025-05-01 03:43:00,2.2105,2.2105,2.2098,2.2105,14308.8
2025-05-01 03:44:00,2.2105,2.2106,2.209,2.209,15836.7
2025-05-01 03:45:00,2.2089,2.2089,2.2058,2.2059,31979.2
2025-05-01 03:46:00,2.2059,2.2061,2.204,2.2042,76830.7
2025-05-01 03:47:00,2.2042,2.205,2.2042,2.2048,38449.2
2025-05-01 03:48:00,2.2048,2.2058,2.2044,2.2058,55569.7
2025-05-01 03:49:00,2.2057,2.2058,2.2052,2.2058,36313.1
2025-05-01 03:50:00,2.2057,2.2075,2.2051,2.2051,32932.5
2025-05-01 03:51:00,2.205,2.2053,2.2043,2.2046,29205.5
2025-05-01 03:52:00,2.2046,2.2054,2.2046,2.2053,30151.2
2025-05-01 03:53:00,2.2054,2.2054,2.2039,2.2041,45174.1
2025-05-01 03:54:00,2.2042,2.2049,2.2039,2.2039,67676.1
2025-05-01 03:55:00,2.2039,2.2045,2.2034,2.2045,75990.7
2025-05-01 03:56:00,2.2045,2.205,2.2044,2.2048,45292.9
2025-05-01 03:57:00,2.2048,2.2049,2.2045,2.2045,12844.2
2025-05-01 03:58:00,2.2045,2.2049,2.204,2.204,29065.6
2025-05-01 03:59:00,2.2039,2.2041,2.2038,2.204,16813.4
2025-05-01 04:00:00,2.2039,2.2054,2.2034,2.2034,51241.2
2025-05-01 04:01:00,2.2035,2.2046,2.2026,2.2045,41174.2
2025-05-01 04:02:00,2.2045,2.2046,2.2035,2.2041,39920.6
2025-05-01 04:03:00,2.204,2.2043,2.2026,2.2027,48814.8
2025-05-01 04:04:00,2.2026,2.2036,2.2025,2.2036,21525.9
2025-05-01 04:05:00,2.2037,2.2064,2.2037,2.2059,61109.2
2025-05-01 04:06:00,2.2059,2.2063,2.2054,2.2055,22410.5
2025-05-01 04:07:00,2.2055,2.2057,2.205,2.2056,30154.3
2025-05-01 04:08:00,2.2055,2.2055,2.204,2.205,31008.1
2025-05-01 04:09:00,2.205,2.2062,2.2047,2.2062,45220.2
2025-05-01 04:10:00,2.2062,2.2068,2.2058,2.2067,26209.6
2025-05-01 04:11:00,2.2067,2.2086,2.2067,2.2078,86892.1
2025-05-01 04:12:00,2.2079,2.2079,2.2062,2.2062,55744.3
2025-05-01 04:13:00,2.2062,2.2067,2.206,2.2067,29921.6
2025-05-01 04:14:00,2.2066,2.2071,2.2066,2.2067,20440.2
2025-05-01 04:15:00,2.2067,2.2067,2.2056,2.2056,73040.2
2025-05-01 04:16:00,2.2056,2.2056,2.203,2.203,31896.3
2025-05-01 04:17:00,2.203,2.203,2.2021,2.203,34499.1
2025-05-01 04:18:00,2.203,2.2031,2.2022,2.2022,30514.8
2025-05-01 04:19:00,2.2022,2.2022,2.2012,2.2019,38121.8
2025-05-01 04:20:00,2.2019,2.2034,2.2018,2.2025,44626
2025-05-01 04:21:00,2.2025,2.203,2.2021,2.2024,16129.1
2025-05-01 04:22:00,2.2023,2.2027,2.2022,2.2027,14641.3
2025-05-01 04:23:00,2.2026,2.2034,2.2025,2.2033,21035.9
2025-05-01 04:24:00,2.2034,2.2037,2.203,2.2032,23079.6
2025-05-01 04:25:00,2.2031,2.2031,2.2025,2.2027,21461.6
2025-05-01 04:26:00,2.2026,2.2026,2.2005,2.2005,48002.4
2025-05-01 04:27:00,2.2006,2.2006,2.1993,2.1995,117730.3
2025-05-01 04:28:00,2.1994,2.1995,2.1991,2.1991,22077.6
2025-05-01 04:29:00,2.1991,2.1992,2.1989,2.1989,12233.6
2025-05-01 04:30:00,2.1989,2.199,2.1985,2.1986,30924.5
2025-05-01 04:31:00,2.1986,2.1989,2.1983,2.1984,53745.5
2025-05-01 04:32:00,2.1984,2.1984,2.1971,2.1979,70728.3
2025-05-01 04:33:00,2.1979,2.198,2.1975,2.1978,34197.2
2025-05-01 04:34:00,2.1978,2.1985,2.1975,2.1983,52878.8
2025-05-01 04:35:00,2.1983,2.1983,2.1978,2.1981,23040.2
2025-05-01 04:36:00,2.1982,2.1995,2.1975,2.199,77760.7
2025-05-01 04:37:00,2.1989,2.1998,2.1989,2.1997,19165.8
2025-05-01 04:38:00,2.1998,2.1998,2.1982,2.1983,41601.6
2025-05-01 04:39:00,2.1983,2.2,2.1982,2.2,43758.3
2025-05-01 04:40:00,2.1999,2.2007,2.1995,2.2007,47517.6
2025-05-01 04:41:00,2.2007,2.2021,2.2007,2.2017,13603.5
2025-05-01 04:42:00,2.2016,2.2017,2.2002,2.2002,36521.2
2025-05-01 04:43:00,2.2002,2.2017,2.2002,2.2017,62260.8
2025-05-01 04:44:00,2.2017,2.2031,2.2016,2.2021,7954.8
2025-05-01 04:45:00,2.2022,2.2022,2.2013,2.202,22596.1
2025-05-01 04:46:00,2.202,2.202,2.201,2.2011,21943.6
2025-05-01 04:47:00,2.2012,2.2017,2.2009,2.2009,11116.8
2025-05-01 04:48:00,2.2008,2.2008,2.1995,2.1998,20605.3
2025-05-01 04:49:00,2.1998,2.2014,2.1998,2.2012,49895
2025-05-01 04:50:00,2.2011,2.2013,2.2005,2.2011,92991.8
2025-05-01 04:51:00,2.2011,2.2016,2.2009,2.2016,20298.8
2025-05-01 04:52:00,2.2016,2.2028,2.2016,2.2027,45214
2025-05-01 04:53:00,2.2027,2.2033,2.2024,2.2032,42476.9
2025-05-01 04:54:00,2.2032,2.2036,2.2032,2.2033,11436.5
2025-05-01 04:55:00,2.2032,2.2051,2.2032,2.2049,60422.7
2025-05-01 04:56:00,2.2048,2.2048,2.204,2.204,33529.1
2025-05-01 04:57:00,2.204,2.2048,2.2039,2.2047,29660.6
2025-05-01 04:58:00,2.2047,2.2058,2.204,2.2052,197754.6
2025-05-01 04:59:00,2.2052,2.2068,2.2048,2.2067,101608.8
2025-05-01 05:00:00,2.2068,2.207,2.2059,2.206,106271.9
2025-05-01 05:01:00,2.2059,2.2071,2.2055,2.2071,64129.5
2025-05-01 05:02:00,2.2071,2.208,2.2057,2.2057,53551.3
2025-05-01 05:03:00,2.2056,2.2058,2.2046,2.2058,28610.9
2025-05-01 05:04:00,2.2057,2.2057,2.2047,2.2051,19710.9
2025-05-01 05:05:00,2.205,2.2056,2.2046,2.2046,24798.5
2025-05-01 05:06:00,2.2045,2.2051,2.2042,2.2051,21594.3
2025-05-01 05:07:00,2.205,2.2076,2.205,2.2075,44205
2025-05-01 05:08:00,2.2075,2.2096,2.2072,2.2088,223749.1
2025-05-01 05:09:00,2.2088,2.2095,2.2085,2.2095,40490.1
2025-05-01 05:10:00,2.2095,2.21,2.2093,2.2098,37464
2025-05-01 05:11:00,2.2097,2.2106,2.2094,2.2105,38837.9
2025-05-01 05:12:00,2.2105,2.2108,2.2105,2.2105,20951.8
2025-05-01 05:13:00,2.2105,2.2106,2.2098,2.2098,155079.4
2025-05-01 05:14:00,2.2099,2.2109,2.2098,2.2104,38803.4
2025-05-01 05:15:00,2.2105,2.2116,2.2104,2.2116,26120.4
2025-05-01 05:16:00,2.2115,2.2122,2.2109,2.2109,33293.8
2025-05-01 05:17:00,2.2109,2.213,2.2109,2.2127,85022
2025-05-01 05:18:00,2.2127,2.2138,2.2114,2.2114,76120.1
2025-05-01 05:19:00,2.2115,2.212,2.2106,2.2111,86251.9
2025-05-01 05:20:00,2.211,2.2115,2.2106,2.2106,19987
2025-05-01 05:21:00,2.2107,2.2129,2.2106,2.2121,71100.8
2025-05-01 05:22:00,2.212,2.2121,2.2112,2.2112,8510.9
2025-05-01 05:23:00,2.2111,2.2111,2.2096,2.2096,74913.7
2025-05-01 05:24:00,2.2096,2.2104,2.2096,2.21,20784.8
2025-05-01 05:25:00,2.21,2.21,2.209,2.2092,11942.1
2025-05-01 05:26:00,2.2093,2.2116,2.2093,2.2111,43336.4
2025-05-01 05:27:00,2.211,2.211,2.2104,2.2104,12425.9
2025-05-01 05:28:00,2.2104,2.2112,2.2102,2.2108,31204.1
2025-05-01 05:29:00,2.2108,2.2108,2.21,2.2105,15435.9
2025-05-01 05:30:00,2.2105,2.2106,2.2099,2.2099,20304.2
2025-05-01 05:31:00,2.21,2.2108,2.2096,2.2096,25017.8
2025-05-01 05:32:00,2.2095,2.2112,2.2084,2.2108,40653.3
2025-05-01 05:33:00,2.2107,2.2139,2.2107,2.2124,67347.4
2025-05-01 05:34:00,2.2124,2.213,2.2122,2.2129,20344.5
2025-05-01 05:35:00,2.2128,2.2153,2.2126,2.2147,157742
2025-05-01 05:36:00,2.2146,2.215,2.2138,2.214,79427
2025-05-01 05:37:00,2.2139,2.214,2.2122,2.2122,49570.3
2025-05-01 05:38:00,2.2122,2.2132,2.2115,2.2131,17352
2025-05-01 05:39:00,2.2132,2.2135,2.213,2.2135,30946.9
2025-05-01 05:40:00,2.2134,2.2137,2.2131,2.2132,30012.1
2025-05-01 05:41:00,2.2132,2.2132,2.2119,2.2119,31075.5
2025-05-01 05:42:00,2.2118,2.2119,2.2112,2.2112,22964.5
2025-05-01 05:43:00,2.2112,2.2121,2.2112,2.2121,85332.9
2025-05-01 05:44:00,2.2121,2.2147,2.2121,2.2124,45977.7
2025-05-01 05:45:00,2.2125,2.215,2.2125,2.2137,33999.4
2025-05-01 05:46:00,2.2136,2.2147,2.2131,2.2132,27768
2025-05-01 05:47:00,2.2131,2.2136,2.2125,2.2129,24194.1
2025-05-01 05:48:00,2.2129,2.2131,2.2111,2.2115,37580.5
2025-05-01 05:49:00,2.2116,2.2123,2.2115,2.2118,28613.5
2025-05-01 05:50:00,2.2118,2.2127,2.2116,2.2126,27197.7
2025-05-01 05:51:00,2.2126,2.213,2.2122,2.2122,12892.5
2025-05-01 05:52:00,2.2121,2.2132,2.212,2.2122,50430.5
2025-05-01 05:53:00,2.2123,2.213,2.212,2.212,20114.8
2025-05-01 05:54:00,2.212,2.212,2.2116,2.2118,28187.4
2025-05-01 05:55:00,2.2118,2.2129,2.2115,2.2115,50245.5
2025-05-01 05:56:00,2.2116,2.2118,2.2105,2.2105,26208.3
2025-05-01 05:57:00,2.2105,2.2117,2.2104,2.2112,19686.2
2025-05-01 05:58:00,2.2112,2.2116,2.2106,2.2109,63581
2025-05-01 05:59:00,2.2109,2.2118,2.2109,2.2117,20677.8
2025-05-01 06:00:00,2.2117,2.213,2.2115,2.2118,61412.7
2025-05-01 06:01:00,2.2118,2.2129,2.2113,2.2129,43308.2
2025-05-01 06:02:00,2.2129,2.2136,2.2123,2.2135,36817.8
2025-05-01 06:03:00,2.2134,2.2148,2.2133,2.2134,28873.2
2025-05-01 06:04:00,2.2133,2.2134,2.2123,2.2123,22943.5
2025-05-01 06:05:00,2.2123,2.2123,2.21,2.2107,27596
2025-05-01 06:06:00,2.2108,2.2121,2.21,2.212,29188.7
2025-05-01 06:07:00,2.212,2.2121,2.203,2.204,1096941.3
2025-05-01 06:08:00,2.204,2.2046,2.2035,2.2037,102186.3
2025-05-01 06:09:00,2.2037,2.2059,2.2037,2.2058,41985.5
2025-05-01 06:10:00,2.2059,2.2061,2.2054,2.2059,26566.4
2025-05-01 06:11:00,2.2059,2.2065,2.205,2.2051,39896.6
2025-05-01 06:12:00,2.2052,2.2055,2.2038,2.2038,82390.3
